tasks,variants,memory,xml,generator,description
1,921001,57663488,351,127,756
1,922001,57663488,351,126,796
1,923001,57663488,351,126,757
1,924001,57663488,351,127,759
1,925001,57663488,351,127,760
1,926001,57663488,351,126,759
1,927001,57663488,351,127,762
1,928001,57663488,351,196,768
1,929001,57663488,351,126,764
1,930001,57663488,351,127,1329
1,931001,57663488,351,127,789
1,932001,57663488,351,133,764
1,933001,57663488,351,126,769
1,934001,57663488,351,125,754
1,935001,57663488,351,127,776
1,936001,57663488,351,126,759
1,937001,57663488,351,128,758
1,938001,57663488,351,129,904
1,939001,57663488,351,126,758
1,940001,57663488,351,141,762
1,941001,57663488,351,126,760
1,942001,57663488,351,127,756
1,943001,57663488,351,126,774
1,944001,57663488,351,125,759
1,945001,57663488,351,168,764
1,946001,57663488,351,127,776
1,947001,57663488,351,125,762
1,948001,57663488,351,125,763
1,949001,57663488,351,127,762
1,950001,57663488,351,125,945
1,951001,57663488,351,126,825
1,952001,57663488,351,126,759
1,953001,57663488,351,125,758
1,954001,57663488,351,136,761
1,955001,57663488,351,127,758
1,956001,57663488,351,126,788
1,957001,57663488,351,128,764
1,958001,57663488,351,125,763
1,959001,57663488,351,126,760
1,960001,57663488,351,125,778
1,961001,57663488,351,126,777
1,962001,57663488,351,127,855
1,963001,57663488,351,126,782
1,964001,57663488,351,127,761
1,965001,57663488,351,127,866
1,966001,57663488,351,126,785
1,967001,57663488,351,126,762
1,968001,57663488,351,126,759
1,969001,57663488,351,126,766
1,970001,57663488,351,126,762
1,971001,57663488,351,252,961
1,972001,57663488,351,126,759
1,973001,57663488,351,125,761
1,974001,57663488,351,125,769
1,975001,57663488,351,127,765
1,976001,57663488,351,126,758
1,977001,57663488,351,125,760
1,978001,57663488,351,126,759
1,979001,57663488,351,126,763
1,980001,57663488,351,127,757
1,981001,57663488,351,126,757
1,982001,57663488,351,126,763
1,983001,57663488,351,126,759
1,984001,57663488,351,126,758
1,985001,57663488,351,126,758
1,986001,57663488,351,126,760
1,987001,57663488,351,138,785
1,988001,57663488,351,151,766
1,989001,57663488,351,127,764
1,990001,57663488,351,126,765
1,991001,57663488,351,126,761
1,992001,57663488,351,126,763
1,993001,57663488,351,128,904
1,994001,57663488,351,126,758
1,995001,57663488,351,126,760
1,996001,57663488,351,266,1069
1,997001,57663488,351,127,761
1,998001,57663488,351,126,969
1,999001,57663488,351,134,763
